star_rating	review_headline
3	sheets and blanket are very thin but decided to keep ...
5	love this mointor!!
3	the package was damaged and the toy was a dirty and dusty somehow
5	perfect compliment to go with pillow
5	it works great. for the price
5	five stars
1	less than stated.
5	i love it!!
1	this makes the formula even more foamy than if you just shook it
5	swaddle is awesome
1	disappointed
5	five stars
5	five stars
4	quite good
5	try it
5	best brush we could find
5	exactly what we needed
5	five stars
5	life saver! we attach this to the high chair ...
5	such a soft and comfortable difference. i absolutely love it
5	cushy
5	five stars
2	not for chunky babies
1	one star
1	won't purchase agsin
1	the idea behind this product is great! i often struggle with my daughters squeezing pouches ...
5	five stars
5	great item but might want a partner to help put together.
5	"adorable chair, just right for my 1 year old."
5	five stars
4	four stars
4	four stars
5	works wonderfully!  no leaks to the mattress
5	these are nice tools for portion control in my ongoing quest to ...
5	daughter loves it
5	we used to carry water bottles around just to try to cool off the metal part of the seat belts because ...
1	not for bigger toddlers
5	everyone needs a boppy!
4	buy it.
3	nice but....
5	easy to feed
5	love it
1	one star
5	promises and delivers...
5	five stars
4	i felt like i was fully equipped for the rare storm in ...
2	two stars
5	five stars
5	baby monitor that works well and is priced well...
5	even better than expected
5	my daughter played with these when she was a baby ...
5	it turns into my dog's favorite chew toy
5	great product and you cant beat the price.
5	very nice pillow
5	the elmo handles are easy to hold onto and so darn cute
5	five stars
1	skip this one
5	"great frame, super cute!"
1	do not spend the money
5	bounce away!
5	beautiful product
5	five stars
3	"design flaws, but does help"
2	flimsy and awkward to install
5	five stars
2	save your money.
5	five stars
5	five stars
5	adorable and sturdy!
5	awesome bibs
4	four stars
5	but stays warm enough to comfortably eat. i had never activated on its own ...
3	this pillow is $20.00 is too much.
5	great for consistent portion sizes of homemade food
5	five stars
5	love it!
1	design is too bright and distracting
5	five stars
5	i wish i could give this pillow/company 10 stars!
5	quick shipping!
3	... break out a little but the necklace itself is great
4	good
4	four stars
4	it is a cup
2	i very disappointed.
5	five stars
5	five stars
1	Light bulbs burn out all the time. Not just ...
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	good gift
5	We like it very much
5	five stars
5	my baby is riding in style
2	needs more improvement!!
5	great
4	i like the product but a bit plasticy
3	"all of what you need, none of what you don't"
5	my baby loves these spoons and its short enough that ...
5	five stars
5	five stars
5	cute!
5	I love that it is all one piece
3	My oldest daughter loved her giraffe so for my 2nd daughter I wanted ...
3	"Didn't work for us, but may work for you."
4	Wonderful but difficult to clean.
5	Five Stars
5	love
5	Five Stars
2	I ordered these specifically because I loved the color and bird design
2	Two Stars
2	Too large!
5	Good quality so that mamma can actually use them later
4	Four Stars
5	Five Stars
4	Small defect
5	They worked for us.
5	Five Stars
5	We love that they glow in the dark and are so ...
2	Cute but not as functional as giraffe
5	Highly Reccommended!
5	Five Stars
1	don't believe the 5 star ratings!
5	Love it.
5	Great for breastfed baby
5	granddaughter loves these!
1	Anti colic?
5	Broncos
2	Cute. But i wish i would have known that ...
5	Five Stars
5	even better because it is BPA free Great
5	Five Stars
5	Five Stars
5	LOVE IT
5	Five Stars
5	Five Stars
1	One Star
5	"The design for these pacifiers is great, very easy to clean"
1	One Star
1	my baby did not like this
5	Love
5	Five Stars
5	THE Best
5	Five Stars
5	no longer in stores
5	"Doubted it, but it's genius"
4	My daughter loved this! So nice for her to be able ...
4	Four Stars
5	it's easy for him to find at night
4	four stars
5	"great toddler sized bottle, especially for on-the-go"
5	you'll be hooked
5	very convenient
5	five stars
5	great buy!
5	great purchase
5	great changing pad
3	nice enough
5	five stars
1	my package arrived with oil stains all over the box ...
5	love!
1	the child part of the baby monitor is no longer ...
4	but it is a bit dirty. it did it's job though - protected our ...
5	perfect!!
3	it fits wonderfully but i thought it might be a little softer
5	five stars
5	it's a llama!
5	Five Stars
5	Five Stars
5	Love these
5	best baby item ever
5	Five Stars
3	"great idea, dont buy the elephant unless older"
5	Five Stars
5	Great Binkis!
5	Nicely made and oh so useful
5	Five Stars
5	These are great and very cute
5	Five Stars
5	Five Stars
5	This pacifier was a life-saver. My daughter loves it ...
5	Very cute
5	Daughter liked it so we liked it!
5	helps with rash on chin
5	Five Stars
5	Five Stars
5	Five Stars
5	Adorable!
5	Five Stars
5	Five Stars
5	Five Stars
5	Son loves these
5	Our son loves them
4	Four Stars
4	Four Stars
5	Five Stars
4	Four Stars
4	Grandson loves it
5	Best for us!
5	Five Stars
5	daughter loves
5	I am so glad I purchased it
3	Keeps falling out
5	"He loves these, and I bought this one as ..."
3	Three Stars
2	"The pacifiers were fine, but I ordered one's that showed boy colors ..."
5	Good investment
5	Great
2	Two Stars
5	baby girl
5	Mam is the best!
4	Four Stars
5	Daughter loves it!
5	Five Stars
5	Grand Baby Gift
2	Two Stars
5	Simply Perfect!!!!
4	Keeps baby happy
5	Five Stars
5	he was able to put it back in his mouth quicker than with other ones due to the nice big handle on it
4	Four Stars
3	My baby didn't care for them
5	Love love love the Wubba Nub
5	Best bobo's ever
3	They're okay
5	So excited to find a yellow soothie! Best pacifier ever!
5	AWESOME!
5	Gets babes
5	Five Stars
4	Wish the handle was a bit more sturdy..
5	I hate that I can't pick the design or even for ...
5	Five Stars
5	Great product.
3	Colors don't match the picture
5	Love it!
5	Five Stars
1	reduces suction - not a good thing
3	I love this as it's easy to find my daughter's pacifier
5	Love these!
5	"perfect pacifiers, our little man seems to enjoy them ..."
5	Cute Pacifiers!
5	perfect
5	Five Stars
5	These are great if your child uses a pacifier
2	Two Stars
5	great for tracking milestones
1	"broke, broke and broke."
5	five stars
5	very cute. fits well. high quality.
5	love their products!
5	five stars
5	five stars
5	my daughter loved it!
3	don't bother.
5	this time decided to trust to peg perego's brand and wasn't disappointed. the chair is very sturdy built
5	this rail is great. nice and sturdy and once tightened and fastened
5	great. it is highly recommended.
3	three stars
5	great for reusable menstrual products
5	love this item as your typical apprehensive
3	it's okay.
4	depends on the toddler!
5	five stars
5	great carrier. highly recommend.
5	the teeth on them are sharp but it's very easy to get the snappi on without accidentally pushing anything ...
3	we loved it but my child is extremely messy when eating
5	"pretty,sturdy quilted bag"
3	made things worse for me
5	five stars
5	five stars
5	five stars
5	five stars
5	five stars
5	five stars
5	five stars
5	great quick mat for daycare
5	five stars
5	it's still a perfect little pillow for my toddler
5	five stars
5	five stars
3	overpriced.
5	very nice
4	great afforadable option for around the house.
3	cool
5	i love how light the car seat is
5	great for my 22month old
5	nice doggy!
2	"ok tray, but only if you can attach it to the seat"
1	one star
3	just ok
5	five stars
5	nice coverage to keep car seat cool.
5	five stars
5	five stars
2	Two Stars
5	Five Stars
3	Great pacifiers BUT not 2 pink as title and pictures show
5	Great pacifiers!
5	Don't buy for the flow in the dark feature
5	It is very funny and adorable
5	Five Stars
5	match paci to bottle type
4	Four Stars
5	Five Stars
5	Monkey is better than the elephant
2	Good brand of but i guess the nipple is to ...
5	Five Stars
4	Great until you pick a bottle type
3	Three Stars
3	Three Stars
5	Awesome Pacifiers!
5	Love em!
5	Our son love this! Great pacifier shape for a newborn
2	I don't like that the nipple is completely sealed
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
1	My newborn baby loves it but I am really disappointed
5	Five Stars
5	Five Stars
2	Two Stars
4	And are great. The flavor doesn't last long
5	Loved them: ) theyre perfect for my baby
5	I am glad I was able to find these pacifiers
4	Four Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	sweet lamb.
5	Five Stars
5	Five Stars
1	"Didn't work for me: ( considering return,"
5	Five Stars
5	Great Product
5	Five Stars
4	Work well but weird color
5	Five Stars
5	Our two boys loves these. Only problem with it ...
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
3	Hard to clean
5	"Love, love"
4	must-have for newborns
5	Five Stars
5	Bought for granddaughter. She really digs this and reaches ...
5	These are great. Very durable
5	wubbanub Pacifiers are the vest :)
5	Five Stars
5	"Love, love"
5	This pacifier is great! Slides right into my baby's mouth and doesn't ...
3	Decent but not for my kid
4	worked well when we needed them
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Finally a success!
5	Five Stars
5	Winner in my book.
5	My baby loves it!!!
1	"my baby didn't like these, the nipple is so hard"
5	Wubbanubs have been a blessing for us. I can ...
4	Either they these are legit NUK brand and will be perfect when we need to size up
5	We love our wubbies!
5	Must have! Great shower gift!!
5	It's best to buy in bulk
3	"My ASD toddler loves MAM, but..."
4	These are great as a pacifier- they glow in the dark for ...
5	Five Stars
5	"Buy em, just do it!"
5	Five Stars
1	Don't buy! Logo fades in weeks!
5	Baby loves these!
5	If yoou know a baby this is a
4	This seems like a high quality pacifier
5	Babies loves these
2	pacifier was fine though typical size and quality
5	Five Stars
5	Five Stars
2	Pass
5	Five Stars
5	Five Stars
5	Five Stars
4	Natural Pacifier
5	Our son was so happy and so were we
5	Five Stars
5	Best pacifiers!!!
5	Baby fun!!
5	Five Stars
5	Five Stars
3	"The pacifiers are great, but the problem is it's impossible to know ..."
5	cute
5	Five Stars
5	It's now our favorite!
5	These are great!
5	Super cute
5	Five Stars
5	Five Stars
2	"poorly packaged for shipping, damaging the mattress"
3	bags tear very easily when removing from ubbi
4	good quality.
1	one star
5	five stars
5	five stars
5	she uses this as a teething ring - her favorite!
5	this is the best seat there is for extended rear facing
5	davinci crescent mini crib mattress
4	there aren't really instructions on how to put it up ...
5	very cute!
5	five stars
5	five stars
5	perfect mat for babies at home or travel
5	five stars
5	the towel looks great and is plenty big enough for our 18mo
4	good quality product.
5	parents! just get this one!
5	perfect for messy eaters
2	cute but poor quality
3	it's nice that it has the weighted ball but the cup ...
5	absolutely love everything about this black backpack
5	would recommend to anyone who needs nice good quality
5	sweet gift
5	five stars
5	great for protecting your car's seats from small children!
1	instead i used muslin cloths wrapped around like a bandana and tucked under baby's chin
5	will buy again
5	best seat i have found.
4	great affordable cloth diaper! i'm buying this again!
3	"my wife didn't love it, but your may."
5	five stars
5	very good. easy to use and convenient to wash
5	very attractive for babies
5	amazing!! in love with these!
4	which worked out better in the long run
5	i like it.
5	this cups are awesome! however
3	meh.
4	four stars
5	love it
5	the bedding set was even nicer than on line. ...
5	love this banana
5	five stars
5	i love these diapers for nighttime
5	great cups
1	one star
5	five stars
5	i love this crib
4	pretty darn good
5	these pacifiers are my favorite for my son
4	i bought this for my 2 year old son and ...
1	poor quality product
3	the portion size is perfect and great to know how much your baby is ...
5	cute!
5	a very nice baby pillow.
5	five stars
5	one problem though.. no harness on top to ...
3	three stars
5	great little toddler pillow!
5	super fantastic
5	five stars
4	"it is beautiful though, and the picture really doesn't do the ..."
5	five stars
4	good
5	good
5	five stars
4	and we really like the dark brown color as it matches the other ...
5	five stars
5	best thing we've bought for the kiddo.
5	perfect! and my daughter can't get out of it
5	five stars
5	five stars
5	trendy and great quality
5	buy it buy it buy it
5	best high chair!
2	i will not recommend if you have over a 65 inch opening
5	five stars
5	five stars
5	five stars
4	... this on line as you couldn't really get a good picture of it
5	great diaper bag
1	wet and and some dish soap inside) started stink terribly..
5	a bicycle trailer for the open road and for going off the beaten path
